201503	CHN	USA	2.2616328642449806	1.8175240710354457	1.492585445975544	1.548842366963382	1.7020109066121
201504	CHN	USA	2.3452757001120323	1.7920597258818474	1.417240141743239	1.5375920249467248	1.6844178628388748
201505	CHN	USA	1.7599144875944355	1.8278776907278524	0.7827390648132854	1.4811608228599356	1.0570536991288313
201506	CHN	USA	1.990379677554169	0.11755001589267082	1.3030296031612705	1.409713241134214	1.487668161434936
201507	CHN	USA	2.3638965684907567	0.11418778579207105	1.5545196057424682	1.4441570266255646	1.7877492193129267
201508	CHN	USA	2.034919244204858	-0.006289053710914837	1.0361350164083145	1.532077955662518	1.3208164862396914
201509	CHN	USA	2.4195449179666166	0.18286815492244413	1.5988054756592824	1.643885618275385	1.8230911492735367
201510	CHN	USA	1.901992582283634	1.380064204423584	0.9070677762852959	1.4457688425976845	1.1933988922798249
201511	CHN	USA	2.0279443508769974	2.859815669856502	1.2613880911436763	1.4949131372767956	1.4682493702770254
201512	CHN	USA	1.8693869029695058	3.9608455742605333	1.052517174445983	1.3157980193266805	1.2857457954231906
201503	USA	CHN	2.3545616665450213	0.3993787174013977	1.414377754771744	1.6815383061898583	1.6757485499294105
201504	USA	CHN	2.2964310620032107	1.8151892017392095	1.337746218151302	1.6218181132241882	1.6083802918652914
201505	USA	CHN	1.9211951762997264	1.8270681795305266	0.9820491837365009	1.509711552166472	1.2450058147047143
201506	USA	CHN	1.9778420127220886	1.649267843376941	1.2134420650930264	1.4255615608811734	1.4232985760735142
201507	USA	CHN	2.339303845959719	0.034934388471725177	1.536841805693843	1.477673708726934	1.7647167354025735
201508	USA	CHN	2.0209340902979913	0.022369286213612408	1.0404542952439322	1.502855704425948	1.3205518018017568
201509	USA	CHN	2.204207833834931	1.6114787158849004	1.386359891748101	1.5651365171019078	1.6101410141013937
201510	USA	CHN	2.0718493314017756	1.7750832264999674	1.1746153684722938	1.4537718904211268	1.43062285536023
201511	USA	CHN	2.107016160352849	1.7754213901545441	1.2572804083457305	1.5114544196137125	1.4935993893795139
201512	USA	CHN	2.2440865504302367	1.799329934333649	1.3870603781704256	1.5176429704687868	1.628706666666617
